Status,Size,Referrer,User_Agent,Method,URL
200,2001,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
200,1886,"""http://example.com/products""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/products
404,808,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/submit-form
404,1465,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/index.html
500,4513,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/search
500,1474,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/
302,3010,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/submit-form
500,3086,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/profile
200,1266,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
200,4611,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/contact
200,1453,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/index.html
302,3889,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/login
404,3835,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/contact
200,2415,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/products
500,4903,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/dashboard
302,118,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/profile
500,4736,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/index.html
200,799,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/index.html
404,162,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/profile
404,4089,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/
200,4087,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
404,3118,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/index.html
500,3974,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/search
200,2896,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/
404,388,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/submit-form
200,4191,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/dashboard
302,2947,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
404,3557,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/index.html
200,1069,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/profile
500,1942,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/search
500,738,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/index.html
500,2292,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
200,432,"""http://example.com/products""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/products
500,314,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/contact
500,1457,"""http://example.com/""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/
302,2039,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/login
200,2414,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/login
200,4527,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/profile
200,4848,"""http://example.com/search""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/search
302,3827,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/search
302,4175,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/login
302,440,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/index.html
302,2481,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
500,2012,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/search
200,2375,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/profile
500,3721,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/
404,4054,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/login
404,4983,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/profile
500,3410,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/products
200,1084,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
500,4189,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/search
404,3372,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/index.html
500,2093,"""http://example.com/submit-form""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/submit-form
200,4112,"""http://example.com/products""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/products
302,2750,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/products
404,2916,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/contact
404,1434,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/dashboard
500,4017,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/products
404,1869,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/submit-form
404,2360,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/index.html
302,2243,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
500,3152,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/submit-form
404,4500,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/submit-form
500,3347,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
302,1153,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
302,327,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/dashboard
302,1072,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/dashboard
404,550,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
302,1085,"""http://example.com/search""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/search
500,4447,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/login
302,2782,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/login
200,471,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/search
500,1255,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/search
500,1684,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/dashboard
200,3548,"""http://example.com/dashboard""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/dashboard
404,2699,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/submit-form
404,3558,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/products
302,4624,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/login
302,3921,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/index.html
302,3632,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/index.html
302,294,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/profile
302,4929,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/index.html
302,3546,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/dashboard
302,4428,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
302,3992,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
200,1394,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/submit-form
500,3001,"""http://example.com/search""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/search
500,4032,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/index.html
302,3009,"""http://example.com/""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/
404,1053,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
500,104,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/submit-form
200,4210,"""http://example.com/products""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/products
200,3238,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/contact
404,3088,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/login
302,1071,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/contact
302,103,"""http://example.com/search""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/search
302,2519,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/dashboard
302,2352,"""http://example.com/dashboard""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/dashboard
500,3036,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/contact
500,2916,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/search
500,3457,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/dashboard
404,227,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/contact
302,465,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
302,4801,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/products
404,1009,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/products
500,2951,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/login
302,500,"""http://example.com/products""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/products
302,3624,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/
302,1616,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/products
302,264,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/submit-form
302,4325,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/contact
404,4285,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/login
404,2512,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/login
500,4221,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/dashboard
404,1052,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/products
500,4078,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/
500,1632,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/login
200,3788,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/contact
302,3521,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/submit-form
302,3120,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/login
500,2042,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/profile
302,4612,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/profile
404,3154,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/login
200,4656,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/products
200,3484,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/index.html
500,1712,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/submit-form
200,2867,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
404,2626,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/dashboard
200,4296,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
404,4779,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/index.html
404,3852,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/login
404,1982,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/submit-form
500,2732,"""http://example.com/dashboard""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/dashboard
500,4932,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/dashboard
302,4524,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/profile
200,3457,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/dashboard
302,3392,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/products
404,750,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
200,2220,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/
500,1817,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/dashboard
302,1396,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/contact
404,4234,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/contact
500,1329,"""http://example.com/submit-form""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/submit-form
404,600,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/
500,2001,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
302,1779,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/login
404,1765,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
500,2423,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/
200,3799,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/dashboard
200,3828,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/
404,4359,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/contact
500,4817,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/search
500,2793,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/index.html
500,906,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
302,2186,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/index.html
500,702,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/contact
302,3804,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
500,4982,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
302,3344,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
302,2414,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
302,513,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/contact
500,2776,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/search
500,844,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/profile
404,2409,"""http://example.com/products""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/products
404,2277,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/contact
404,3342,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/profile
500,4377,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/dashboard
200,533,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/contact
302,1459,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
302,4141,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/index.html
200,1729,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/products
302,1234,"""http://example.com/index.html""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/index.html
200,3038,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/submit-form
200,851,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/
302,3688,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/search
404,4217,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/profile
500,4932,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/profile
302,1661,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/dashboard
500,151,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
500,1183,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/products
200,863,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/products
200,2947,"""http://example.com/dashboard""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
302,285,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/contact
200,2986,"""http://example.com/index.html""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/index.html
404,1351,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/products
200,2016,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/contact
404,4757,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/dashboard
500,983,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/submit-form
500,2942,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
200,2352,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/
500,3243,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/search
404,1615,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/dashboard
500,4700,"""http://example.com/dashboard""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/dashboard
500,1172,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/dashboard
200,3744,"""http://example.com/contact""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/contact
404,3025,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/products
500,4664,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
404,4543,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/index.html
500,2719,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/login
500,444,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/
404,4434,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/
404,3508,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
302,618,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/dashboard
200,4007,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/dashboard
500,1128,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/
500,256,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/search
500,813,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/contact
404,1813,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/profile
500,986,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/dashboard
404,4945,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
200,2123,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/dashboard
